Genotype;Milieu;Plate;Id;PR length;Tortuosity;RootArea;LR length;Grouping;Plants/group;distanceFromHypocotyl std (cm);ShootArea;Chlorophyll (a.u)
sex1;Milieu_4;Plate_1;N1_3;5.431;1.117;0.169;5.67;4;3;1.171;0.066;1.366
sex1;Milieu_4;Plate_1;N1_4;1.893;1.197;0.047;1;3;1;0.000;0.019;0.373
sex1;Milieu_4;Plate_1;N1_5;8.56;1.110;0.169;5.67;4;3;1.171;0.200;4.810
sex1;Milieu_4;Plate_1;N1_6;4.958;1.178;0.169;5.67;4;3;1.171;0.066;1.298
sex1;Milieu_4;Plate_1;N1_7;10.726;1.122;0.218;9.5;5;6;1.980;0.279;6.256
sex1;Milieu_4;Plate_1;N1_8;4.12;1.136;0.218;9.5;5;6;1.980;0.069;1.519
sex1;Milieu_4;Plate_1;N1_9;9.264;1.175;0.218;9.5;5;6;1.980;0.120;2.680
sex1;Milieu_4;Plate_1;N1_10;5.578;1.195;0.218;9.5;5;6;1.980;0.059;1.557
sex1;Milieu_4;Plate_1;N1_11;8.648;1.198;0.248;14;6;5;2.158;0.222;5.066
sex1;Milieu_4;Plate_1;N1_12;6.077;1.136;0.248;14;6;5;2.158;0.074;1.673
sex1;Milieu_4;Plate_1;N1_13;8.923;1.319;0.248;14;6;5;2.158;0.170;3.965
sex1;Milieu_4;Plate_1;N1_14;8.254;1.207;0.248;14;6;5;2.158;0.096;2.141
sex1;Milieu_4;Plate_1;N1_15;2.468;1.131;0.069;4;7;1;0.113;0.020;0.453
sex1;Milieu_4;Plate_1;N1_16;7.336;1.178;0.218;9.5;5;6;1.980;0.128;3.033
sex1;Milieu_4;Plate_1;N1_17;7.105;1.211;0.248;14;6;5;2.158;0.174;4.268
sex1;Milieu_4;Plate_1;N1_18;5.618;1.159;0.218;9.5;5;6;1.980;0.120;2.884
sex1;Milieu_4;Plate_2;N2_1;10.47;1.128;0.219;5.5;2;4;2.100;0.130;3.229
sex1;Milieu_4;Plate_2;N2_2;6.383;1.108;0.144;4;1;1;2.144;0.155;3.720
sex1;Milieu_4;Plate_2;N2_3;7.256;1.121;0.219;5.5;2;4;2.100;0.069;1.460
sex1;Milieu_4;Plate_2;N2_4;6.068;1.145;0.219;5.5;2;4;2.100;0.051;1.301
sex1;Milieu_4;Plate_2;N2_5;10.057;1.385;0.219;5.5;2;4;2.100;0.143;2.980
sex1;Milieu_4;Plate_2;N2_6;2.12;1.487;0.043;2;3;1;0.337;0.078;1.611
sex1;Milieu_4;Plate_2;N2_7;8.314;1.166;0.216;10.5;4;2;1.935;0.111;2.330
sex1;Milieu_4;Plate_2;N2_8;6.872;1.125;0.216;10.5;4;2;1.935;0.025;0.583
sex1;Milieu_4;Plate_2;N2_9;8.864;1.154;0.246;9;5;1;1.971;0.118;2.622
sex1;Milieu_4;Plate_2;N2_10;5.391;1.131;0.180;5.5;6;2;2.167;0.162;3.003
sex1;Milieu_4;Plate_2;N2_11;7.444;1.120;0.180;5.5;6;2;2.167;0.111;2.631
sex1;Milieu_4;Plate_2;N2_12;8.845;1.125;0.241;11;7;4;2.482;0.371;8.099
sex1;Milieu_4;Plate_2;N2_13;10.398;1.100;0.241;11;7;4;2.482;0.107;2.133
sex1;Milieu_4;Plate_2;N2_14;7.745;1.149;0.150;8.5;8;2;2.186;0.089;1.968
sex1;Milieu_4;Plate_2;N2_15;3.295;1.156;0.150;8.5;8;2;2.186;0.106;2.328
sex1;Milieu_4;Plate_2;N2_16;1.072;1.284;0.241;11;7;4;2.482;0.126;2.882
sex1;Milieu_4;Plate_2;N2_17;6.838;1.115;0.241;11;7;4;2.482;0.041;0.802
sex1;Milieu_5;Plate_1;O1_1;1.347;1.089;0.037;1;2;1;0.000;0.020;0.276
sex1;Milieu_5;Plate_1;O1_2;0.231;1.069;0.011;1;3;1;0.000;0.009;0.136
sex1;Milieu_5;Plate_1;O1_3;0.584;1.078;0.021;2;5;1;0.142;0.021;0.269
sex1;Milieu_5;Plate_1;O1_4;3.874;1.070;0.121;4;6;1;1.042;0.061;1.057
sex1;Milieu_5;Plate_1;O1_5;0.155;1.046;0.009;0;1;1;0.000;0.008;0.146
sex1;Milieu_5;Plate_1;O1_6;0.188;1.018;0.006;0;4;1;0.000;0.019;0.240
sex1;Milieu_5;Plate_1;O1_7;5.987;1.047;0.121;4;7;2;1.454;0.136;2.152
sex1;Milieu_5;Plate_1;O1_8;0.803;1.131;0.121;4;7;2;1.454;0.034;0.388
sex1;Milieu_5;Plate_1;O1_9;0.955;1.068;0.031;0;8;1;0.000;0.028;0.293
sex1;Milieu_5;Plate_1;O1_10;0.55;1.126;0.021;1;9;1;0.000;0.019;0.209
sex1;Milieu_5;Plate_1;O1_11;0.896;1.080;0.031;0;10;1;0.000;0.013;0.176
sex1;Milieu_5;Plate_1;O1_12;0.465;1.054;0.014;1;14;1;0.000;0.021;0.285
sex1;Milieu_5;Plate_1;O1_13;6.41;1.083;0.217;8;12;1;2.207;0.096;1.959
sex1;Milieu_5;Plate_1;O1_14;0.46;1.059;0.023;2;11;1;0.000;0.013;0.161
sex1;Milieu_5;Plate_1;O1_15;2.292;1.058;0.057;1;13;1;0.000;0.025;0.276
sex1;Milieu_5;Plate_1;O1_16;3.073;1.073;0.080;3;16;1;0.000;0.046;0.860
sex1;Milieu_5;Plate_1;O1_17;0.303;1.082;0.019;1;15;1;0.000;0.020;0.267
sex1;Milieu_5;Plate_2;O2_1;0.455;1.157;0.013;0;1;1;0.000;0.012;0.192
sex1;Milieu_5;Plate_2;O2_2;0.191;1.058;0.022;1;5;1;0.000;0.014;0.159
sex1;Milieu_5;Plate_2;O2_3;4.779;1.095;0.126;5;3;1;1.733;0.091;1.648
sex1;Milieu_5;Plate_2;O2_4;0.957;1.055;0.017;0;2;1;0.000;0.028;0.482
sex1;Milieu_5;Plate_2;O2_5;0.218;1.082;0.013;0;4;1;0.000;0.020;0.293
sex1;Milieu_5;Plate_2;O2_6;0.809;1.221;0.027;0;6;1;0.000;0.012;0.159
sex1;Milieu_5;Plate_2;O2_7;0.415;1.065;0.015;0;7;1;0.000;0.022;0.291
sex1;Milieu_5;Plate_2;O2_8;1.35;1.073;0.043;1;8;1;0.000;0.025;0.273
sex1;Milieu_5;Plate_2;O2_9;5.374;1.071;0.161;9;10;1;1.871;0.008;0.119
sex1;Milieu_5;Plate_2;O2_10;0.254;1.104;0.015;1;9;1;0.000;0.019;0.219
sex1;Milieu_5;Plate_2;O2_11;0.414;1.060;0.015;1;11;1;0.000;0.017;0.186
sex1;Milieu_5;Plate_2;O2_12;0.821;1.143;0.025;0;12;1;0.000;0.030;0.382
sex1;Milieu_5;Plate_2;O2_13;0.701;1.091;0.029;2;13;1;0.000;0.166;2.547
sex1;Milieu_5;Plate_2;O2_14;0.524;1.071;0.023;1;15;1;0.000;0.023;0.215
sex1;Milieu_5;Plate_2;O2_15;0.123;1.086;0.008;1;16;1;0.000;0.016;0.155
sex1;Milieu_5;Plate_2;O2_16;0.369;1.077;0.012;1;14;1;0.000;0.034;0.353
sex1;Milieu_5;Plate_2;O2_17;0.894;1.120;0.016;0;17;1;0.000;0.028;0.325
pgm;Milieu_1;Plate_1;P1_1;0.839;1.082;0.029;2;1;1;0.000;0.018;0.279
pgm;Milieu_1;Plate_1;P1_2;10.159;1.087;0.211;8.33;3;3;2.299;0.194;3.786
pgm;Milieu_1;Plate_1;P1_3;5.238;1.131;0.211;8.33;3;3;2.299;0.046;1.021
pgm;Milieu_1;Plate_1;P1_4;0.507;1.093;0.027;1;5;1;0.000;0.015;0.181
pgm;Milieu_1;Plate_1;P1_5;1.05;1.085;0.052;4;6;1;0.440;0.028;0.330
pgm;Milieu_1;Plate_1;P1_6;9.552;1.132;0.297;12.33;8;3;2.553;0.143;2.544
pgm;Milieu_1;Plate_1;P1_7;9.191;1.122;0.297;12.33;8;3;2.553;0.009;0.099
pgm;Milieu_1;Plate_1;P1_8;0.113;1.301;0.004;0;10;1;0.000;0.092;1.813
pgm;Milieu_1;Plate_1;P1_9;5.188;1.140;0.256;12;11;1;1.435;0.006;0.111
pgm;Milieu_1;Plate_1;P1_10;0.921;1.123;0.037;2;12;1;0.027;0.039;0.798
pgm;Milieu_1;Plate_1;P1_11;7.364;1.216;0.392;22;9;1;1.929;0.017;0.228
pgm;Milieu_1;Plate_1;P1_12;4.002;1.128;0.297;12.33;8;3;2.553;0.172;3.299
pgm;Milieu_1;Plate_1;P1_13;0.335;1.087;0.016;1;7;1;0.000;0.040;0.505
pgm;Milieu_1;Plate_1;P1_14;6.834;1.105;0.211;8.33;3;3;2.299;0.160;2.841
pgm;Milieu_1;Plate_1;P1_15;0.783;1.076;0.034;2;4;1;0.025;0.021;0.336
pgm;Milieu_1;Plate_1;P1_16;6.687;1.153;0.273;13;2;1;2.307;0.110;1.883
pgm;Milieu_2;Plate_1;Q1_1;6.266;1.203;0.102;2.5;1;2;2.555;0.077;0.531
pgm;Milieu_2;Plate_1;Q1_2;1.833;1.227;0.102;2.5;1;2;2.555;0.049;0.335
pgm;Milieu_2;Plate_1;Q1_3;0.77;1.113;0.033;2;3;1;0.468;0.173;1.130
pgm;Milieu_2;Plate_1;Q1_4;9.815;1.200;0.311;16;2;3;2.672;0.053;0.366
pgm;Milieu_2;Plate_1;Q1_5;8.39;1.135;0.311;16;2;3;2.672;0.171;1.197
pgm;Milieu_2;Plate_1;Q1_6;7.701;1.350;0.311;16;2;3;2.672;0.265;2.147
pgm;Milieu_2;Plate_1;Q1_7;7.069;1.187;0.340;15;4;1;2.303;0.075;0.837
pgm;Milieu_2;Plate_1;Q1_8;4.894;1.254;0.124;6;5;1;1.534;0.029;0.187
pgm;Milieu_2;Plate_1;Q1_9;7.822;1.233;0.229;12;6;1;2.318;0.103;0.856
pgm;Milieu_2;Plate_1;Q1_10;8.233;1.191;0.283;14;7;1;2.664;0.064;0.481
pgm;Milieu_2;Plate_1;Q1_11;8.044;1.203;0.279;11.5;8;2;2.392;0.021;0.157
pgm;Milieu_2;Plate_1;Q1_12;6.691;1.120;0.279;11.5;8;2;2.392;0.107;0.845
pgm;Milieu_2;Plate_1;Q1_13;10.452;1.252;0.258;14.33;9;6;2.794;0.153;1.158
pgm;Milieu_2;Plate_1;Q1_14;2.578;1.108;0.258;14.33;9;6;2.794;0.094;0.818
pgm;Milieu_2;Plate_1;Q1_15;7.307;1.179;0.258;14.33;9;6;2.794;0.191;2.053
pgm;Milieu_2;Plate_1;Q1_16;8.576;1.160;0.258;14.33;9;6;2.794;0.160;1.107
pgm;Milieu_2;Plate_1;Q1_17;3.058;1.164;0.258;14.33;9;6;2.794;0.059;0.336
pgm;Milieu_2;Plate_1;Q1_18;4.906;1.167;0.258;14.33;9;6;2.794;0.156;1.526
pgm;Milieu_2;Plate_2;Q2_1;6.146;1.149;0.164;8;1;2;1.948;0.043;0.406
pgm;Milieu_2;Plate_2;Q2_2;1.614;1.086;0.164;8;1;2;1.948;0.134;0.930
pgm;Milieu_2;Plate_2;Q2_3;9.907;1.171;0.546;28;2;2;2.847;0.165;1.271
pgm;Milieu_2;Plate_2;Q2_4;10.207;1.179;0.546;28;2;2;2.847;0.226;1.787
pgm;Milieu_2;Plate_2;Q2_5;0.993;1.060;0.017;1;4;1;0.000;0.011;0.085
pgm;Milieu_2;Plate_2;Q2_6;9.264;1.168;0.508;22.43;3;7;2.880;0.101;0.785
pgm;Milieu_2;Plate_2;Q2_7;1.201;1.063;0.508;22.43;3;7;2.880;0.065;0.594
pgm;Milieu_2;Plate_2;Q2_8;9.884;1.168;0.508;22.43;3;7;2.880;0.150;1.208
pgm;Milieu_2;Plate_2;Q2_9;10.7;1.202;0.508;22.43;3;7;2.880;0.093;0.827
pgm;Milieu_2;Plate_2;Q2_10;8.94;1.246;0.508;22.43;3;7;2.880;0.131;1.111
pgm;Milieu_2;Plate_2;Q2_11;4.095;1.220;0.508;22.43;3;7;2.880;0.123;1.005
pgm;Milieu_2;Plate_2;Q2_12;11.152;1.242;0.508;22.43;3;7;2.880;0.158;1.465
pgm;Milieu_2;Plate_2;Q2_13;5.735;1.102;0.154;6.67;5;3;1.935;0.124;1.148
pgm;Milieu_2;Plate_2;Q2_14;4.635;1.335;0.154;6.67;5;3;1.935;0.104;0.924
pgm;Milieu_2;Plate_2;Q2_15;5.703;1.288;0.154;6.67;5;3;1.935;0.107;0.865
pgm;Milieu_3;Plate_1;R1_1;0.296;1.327;0.013;1;2;1;0.000;0.008;0.050
pgm;Milieu_3;Plate_1;R1_2;5.412;1.128;0.133;5;3;5;0.888;0.171;1.526
pgm;Milieu_3;Plate_1;R1_3;2.807;1.118;0.133;5;3;5;0.888;0.018;0.153
pgm;Milieu_3;Plate_1;R1_4;4.682;1.107;0.133;5;3;5;0.888;0.074;0.540
pgm;Milieu_3;Plate_1;R1_5;3.533;1.154;0.133;5;3;5;0.888;0.059;0.510
pgm;Milieu_3;Plate_1;R1_6;3.988;1.100;0.133;5;3;5;0.888;0.114;1.031
pgm;Milieu_3;Plate_1;R1_7;0.738;1.088;0.026;1;5;1;0.000;0.007;0.049
pgm;Milieu_3;Plate_1;R1_8;0.301;1.068;0.011;0;4;1;0.000;0.007;0.027
pgm;Milieu_3;Plate_1;R1_9;7.427;1.097;0.108;7.33;6;3;1.800;0.168;1.534
pgm;Milieu_3;Plate_1;R1_10;0.425;1.119;0.108;7.33;6;3;1.800;0.016;0.116
pgm;Milieu_3;Plate_1;R1_11;2.012;1.267;0.108;7.33;6;3;1.800;0.050;0.440
pgm;Milieu_3;Plate_1;R1_12;4.054;1.102;0.172;10;8;1;1.347;0.097;0.828
pgm;Milieu_3;Plate_1;R1_13;7.383;1.123;0.223;17;7;2;1.892;0.306;3.637
pgm;Milieu_3;Plate_1;R1_14;5.232;1.088;0.223;17;7;2;1.892;0.203;1.784
pgm;Milieu_3;Plate_1;R1_15;2.31;1.135;0.073;6;1;1;0.886;0.241;1.919
pgm;Milieu_3;Plate_2;R2_1;4.117;1.202;0.140;12;1;1;1.091;0.103;0.965
pgm;Milieu_3;Plate_2;R2_2;0.973;1.081;0.028;1;4;1;0.000;0.018;0.166
pgm;Milieu_3;Plate_2;R2_3;0.816;1.075;0.028;2;6;1;0.382;0.024;0.284
pgm;Milieu_3;Plate_2;R2_4;0.477;1.069;0.021;1;8;1;0.000;0.017;0.159
pgm;Milieu_3;Plate_2;R2_5;0.481;1.155;0.015;0;9;1;0.000;0.009;0.069
pgm;Milieu_3;Plate_2;R2_6;1.043;1.090;0.067;5;12;1;0.447;0.029;0.277
pgm;Milieu_3;Plate_2;R2_7;5.066;1.132;0.295;13;14;1;1.434;0.195;2.264
pgm;Milieu_3;Plate_2;R2_8;6.869;1.146;0.133;9;13;3;2.384;0.113;1.167
pgm;Milieu_3;Plate_2;R2_9;1.221;1.132;0.133;9;13;3;2.384;0.072;0.742
pgm;Milieu_3;Plate_2;R2_10;0.461;1.037;0.133;9;13;3;2.384;0.027;0.353
pgm;Milieu_3;Plate_2;R2_11;0.48;1.165;0.039;3;15;1;0.052;0.003;0.077
pgm;Milieu_3;Plate_2;R2_12;0.257;1.055;0.010;0;17;1;0.000;0.015;0.100
pgm;Milieu_3;Plate_2;R2_13;0.341;1.057;0.011;0;19;1;0.000;0.017;0.117
pgm;Milieu_3;Plate_2;R2_14;0.437;1.134;0.028;2;18;1;0.000;0.022;0.202
pgm;Milieu_3;Plate_2;R2_15;7.435;1.158;0.277;12;16;1;2.211;0.246;3.575
pgm;Milieu_3;Plate_2;R2_16;3.596;1.084;0.111;7;11;1;1.294;0.057;0.646
pgm;Milieu_3;Plate_2;R2_17;0.592;1.080;0.034;2;10;1;0.216;0.030;0.305
pgm;Milieu_3;Plate_2;R2_18;1.372;1.056;0.063;5;7;1;0.466;0.034;0.443
pgm;Milieu_3;Plate_2;R2_19;5.902;1.182;0.242;10;5;1;1.721;0.131;1.628
pgm;Milieu_3;Plate_2;R2_20;4.844;1.171;0.235;11;3;1;1.604;0.114;1.334
pgm;Milieu_3;Plate_2;R2_21;2.602;1.143;0.088;3;2;1;0.852;0.038;0.439
pgm;Milieu_4;Plate_1;S1_1;1.104;1.243;0.030;1;3;1;0.000;0.079;1.651
pgm;Milieu_4;Plate_1;S1_2;6.729;1.256;0.264;10;2;1;1.518;0.172;3.854
pgm;Milieu_4;Plate_1;S1_3;6.499;1.097;0.068;1;1;1;0.000;0.117;2.704
pgm;Milieu_4;Plate_1;S1_4;5.242;1.268;0.272;10;4;5;2.386;0.241;5.419
pgm;Milieu_4;Plate_1;S1_5;8.629;1.119;0.272;10;4;5;2.386;0.301;6.402
pgm;Milieu_4;Plate_1;S1_6;11.128;1.248;0.272;10;4;5;2.386;0.143;3.016
pgm;Milieu_4;Plate_1;S1_7;3.175;1.141;0.272;10;4;5;2.386;0.064;1.058
pgm;Milieu_4;Plate_1;S1_8;6.247;1.073;0.272;10;4;5;2.386;0.107;2.142
pgm;Milieu_4;Plate_1;S1_9;6.936;1.248;0.330;11.89;5;9;2.794;0.270;5.888
pgm;Milieu_4;Plate_1;S1_10;7.981;1.249;0.330;11.89;5;9;2.794;0.031;0.612
pgm;Milieu_4;Plate_1;S1_11;9.909;1.127;0.330;11.89;5;9;2.794;0.191;4.587
pgm;Milieu_4;Plate_1;S1_12;12.402;1.223;0.330;11.89;5;9;2.794;0.254;5.553
pgm;Milieu_4;Plate_1;S1_13;5.411;1.355;0.330;11.89;5;9;2.794;0.240;4.378
pgm;Milieu_4;Plate_1;S1_14;5.286;1.124;0.330;11.89;5;9;2.794;0.183;3.914
pgm;Milieu_4;Plate_1;S1_15;5.213;1.303;0.330;11.89;5;9;2.794;0.205;4.390
pgm;Milieu_4;Plate_1;S1_16;4.989;1.091;0.330;11.89;5;9;2.794;0.160;3.363
pgm;Milieu_4;Plate_1;S1_17;8.629;1.113;0.330;11.89;5;9;2.794;0.002;0.039
pgm;Milieu_4;Plate_1;S1_18;4.806;1.174;0.194;8;6;1;1.144;0.112;2.261
pgm;Milieu_4;Plate_1;S1_19;2.662;1.244;0.230;11.5;7;2;2.044;0.175;3.842
pgm;Milieu_4;Plate_1;S1_20;7.405;1.196;0.230;11.5;7;2;2.044;0.162;3.479
pgm;Milieu_4;Plate_2;S2_1;3.112;1.243;0.085;4;2;1;0.579;0.028;0.476
pgm;Milieu_4;Plate_2;S2_2;2.162;1.135;0.056;2;4;1;0.498;0.002;0.030
pgm;Milieu_4;Plate_2;S2_3;5.031;1.134;0.131;4;6;1;0.393;0.054;1.087
pgm;Milieu_4;Plate_2;S2_4;9.263;1.133;0.273;9.33;7;3;2.558;0.189;3.428
pgm;Milieu_4;Plate_2;S2_5;4.338;1.120;0.273;9.33;7;3;2.558;0.207;3.840
pgm;Milieu_4;Plate_2;S2_6;2.267;1.121;0.058;2;8;1;0.970;0.048;0.725
pgm;Milieu_4;Plate_2;S2_7;4.088;1.176;0.173;6.75;5;4;1.984;0.080;1.472
pgm;Milieu_4;Plate_2;S2_8;1.318;1.190;0.173;6.75;5;4;1.984;0.151;3.326
pgm;Milieu_4;Plate_2;S2_9;2.374;1.170;0.173;6.75;5;4;1.984;0.057;1.227
pgm;Milieu_4;Plate_2;S2_10;7.61;1.230;0.173;6.75;5;4;1.984;0.101;2.073
pgm;Milieu_4;Plate_2;S2_11;3.764;1.156;0.208;8.5;3;2;3.277;0.102;2.106
pgm;Milieu_4;Plate_2;S2_12;7.034;1.260;0.288;18;1;1;1.930;0.154;2.985
pgm;Milieu_4;Plate_2;S2_13;8.894;1.624;0.208;8.5;3;2;3.277;0.188;4.761
pgm;Milieu_4;Plate_2;S2_14;4.828;1.271;0.273;9.33;7;3;2.558;0.160;2.894
pgm;Milieu_4;Plate_2;S2_15;7.267;1.216;0.246;8.88;9;8;2.103;0.111;2.229
pgm;Milieu_4;Plate_2;S2_16;6.782;1.196;0.246;8.88;9;8;2.103;0.058;0.933
pgm;Milieu_4;Plate_2;S2_17;7.619;1.164;0.246;8.88;9;8;2.103;0.135;2.473
pgm;Milieu_4;Plate_2;S2_18;3.322;1.141;0.246;8.88;9;8;2.103;0.110;1.900
pgm;Milieu_4;Plate_2;S2_19;1.948;1.184;0.246;8.88;9;8;2.103;0.199;4.060
pgm;Milieu_4;Plate_2;S2_20;5.653;1.134;0.246;8.88;9;8;2.103;0.083;1.396
pgm;Milieu_4;Plate_2;S2_21;6.106;1.262;0.246;8.88;9;8;2.103;0.159;2.885
pgm;Milieu_4;Plate_2;S2_22;2.855;1.195;0.246;8.88;9;8;2.103;0.100;1.780
pgm;Milieu_5;Plate_1;T1_1;1.436;1.151;0.062;4;3;1;0.391;0.031;0.627
pgm;Milieu_5;Plate_1;T1_2;1.277;1.085;0.044;1;5;1;0.000;0.012;0.228
pgm;Milieu_5;Plate_1;T1_3;5.999;1.067;0.256;10;7;1;2.161;0.128;3.169
pgm;Milieu_5;Plate_1;T1_4;5.879;1.081;0.120;4.5;9;2;0.762;0.015;0.317
pgm;Milieu_5;Plate_1;T1_5;0.596;1.051;0.020;1;10;1;0.000;0.075;1.755
pgm;Milieu_5;Plate_1;T1_6;1.494;1.097;0.055;3;11;1;0.000;0.014;0.347
pgm;Milieu_5;Plate_1;T1_7;0.547;1.152;0.120;4.5;9;2;0.762;0.019;0.361
pgm;Milieu_5;Plate_1;T1_8;0.501;1.052;0.032;3;8;1;0.260;0.045;0.902
pgm;Milieu_5;Plate_1;T1_9;1.403;1.112;0.086;9;6;1;0.478;0.024;0.438
pgm;Milieu_5;Plate_1;T1_10;2.938;1.079;0.132;3;4;1;1.374;0.044;0.918
pgm;Milieu_5;Plate_1;T1_11;0.479;1.075;0.028;1;2;1;0.000;0.015;0.340
pgm;Milieu_5;Plate_1;T1_12;2.525;1.118;0.160;5;1;1;0.456;0.085;2.012
pgm;Milieu_5;Plate_2;T2_1;0.231;1.212;0.015;1;3;1;0.000;0.011;0.126
pgm;Milieu_5;Plate_2;T2_2;2.238;1.071;0.074;3;7;1;0.025;0.012;0.119
pgm;Milieu_5;Plate_2;T2_3;5.884;1.098;0.355;18;8;1;1.670;0.134;2.304
pgm;Milieu_5;Plate_2;T2_4;4.548;1.065;0.223;10;10;1;1.360;0.076;1.298
pgm;Milieu_5;Plate_2;T2_5;6.447;1.076;0.145;6.25;14;4;1.389;0.162;3.066
pgm;Milieu_5;Plate_2;T2_6;2.298;1.079;0.145;6.25;14;4;1.389;0.024;0.348
pgm;Milieu_5;Plate_2;T2_7;2.802;1.148;0.145;6.25;14;4;1.389;0.019;0.294
pgm;Milieu_5;Plate_2;T2_8;3.638;1.116;0.157;11;12;1;1.299;0.042;0.487
pgm;Milieu_5;Plate_2;T2_9;3.872;1.107;0.115;6.5;11;2;0.989;0.107;1.816
pgm;Milieu_5;Plate_2;T2_10;0.365;1.086;0.022;3;13;1;0.059;0.048;0.646
pgm;Milieu_5;Plate_2;T2_11;0.746;1.081;0.145;6.25;14;4;1.389;0.050;0.749
pgm;Milieu_5;Plate_2;T2_12;5.765;1.067;0.271;11;15;1;1.918;0.157;3.101
pgm;Milieu_5;Plate_2;T2_13;5.521;1.096;0.243;11;16;1;1.995;0.184;3.235
pgm;Milieu_5;Plate_2;T2_14;0.837;1.121;0.040;3;9;1;0.035;0.042;0.531
pgm;Milieu_5;Plate_2;T2_15;0.999;1.111;0.063;1;6;1;0.000;0.051;0.484
pgm;Milieu_5;Plate_2;T2_16;0.546;1.097;0.031;1;5;1;0.000;0.023;0.330
pgm;Milieu_5;Plate_2;T2_17;2.956;1.090;0.121;4;4;1;0.859;0.061;1.114
pgm;Milieu_5;Plate_2;T2_18;0.766;1.148;0.043;1;2;1;0.000;0.025;0.348
pgm;Milieu_5;Plate_2;T2_19;0.989;1.095;0.032;2;1;1;0.349;0.020;0.403
pgm;Milieu_5;Plate_2;T2_20;0.197;1.092;0.115;6.5;11;2;0.989;0.033;0.543
